,1Engineering Workshop,1Engineering Chemistry Lab,1English Language and Communication Skills Lab,1Basic Electrical Engineering Lab,1Mathematics - 1,1Chemistry,1Basic Electrical Engineering,1English,1Applied Physics Lab,1Programming for Problem Solving Lab,1Mathematics - 2,1Applied Physics,1Programming for Problem Solving,1Engineering Graphics,2Data Structures Lab,2Python Programming Lab,2Business Economics and Financial Analysis,2Computer Organization and Architecture,2Data Structures,2Python Programming,2Discrete Mathematics,2Mathematical and Statistical Foundations,2Database management Systems Lab,2Java Programming Lab,2Operating Systems Lab,2Database Management Systems,2Operating Systems,2Object Oriented Programming Using Java,2Formal Language and Automata Theory,2Software Engineering,3Advanced Communication Skills Lab,3Computer Networks Lab,3Data Mining Lab,3Introduction to Data Science,3Devops,3Design and Analysis of Algorithms,3Data Mining,3Computer networks,3Computer Graphics,3Machine Learning Lab,3Big Data Analytics Lab,3Cryptography and Network security Lab,3Cryptography and Network Security,3Big Data Analytics,3Industrial Management,3Machine Learning,3Compiler Design,CGPA
968,10,6,5,10,6,8,8,9,9,10,5,5,5,5,5,5,9,10,9,9,7,8,6,8,5,10,7,7,10,9,10,9,5,10,10,9,10,7,8,6,10,10,10,7,5,5,9,7.51875
969,9,9,5,9,5,10,6,6,10,7,5,6,10,8,9,7,6,10,7,6,9,10,10,10,8,9,8,6,9,9,10,5,7,9,7,5,9,5,9,10,7,6,8,9,5,10,10,7.66875
970,9,9,5,8,5,7,6,8,7,9,5,9,7,7,9,10,10,7,10,10,9,9,7,8,8,10,7,5,5,10,5,6,9,9,10,10,8,8,9,7,8,10,9,6,5,8,6,7.6625
971,10,8,6,9,8,6,5,6,5,5,7,6,5,9,9,10,5,6,10,6,7,5,10,10,9,9,7,8,8,5,5,7,10,9,10,9,7,10,9,8,8,9,7,5,9,10,9,7.490625
972,9,5,10,9,6,6,7,6,9,7,6,8,10,10,6,5,8,10,5,6,10,8,8,8,9,8,8,5,6,9,7,10,6,10,6,6,6,5,5,7,5,9,7,10,5,7,7,7.25
973,8,6,8,7,6,7,6,8,10,8,6,7,9,5,6,10,10,10,8,5,8,8,5,6,9,9,9,6,5,8,5,9,6,8,6,5,10,10,8,9,9,5,7,7,10,5,8,7.359375
974,5,9,9,8,6,8,5,10,10,6,6,6,8,7,6,5,6,9,8,8,6,8,7,8,10,8,5,5,7,8,6,8,9,10,8,8,10,5,10,10,7,5,7,9,5,8,9,7.35
975,8,5,8,9,5,10,6,10,6,10,6,5,8,7,9,10,7,9,6,10,6,6,10,9,8,8,5,6,9,5,9,9,5,6,9,6,7,10,10,9,5,10,5,10,5,5,6,7.0375
976,7,5,5,8,9,9,8,9,10,10,8,7,10,8,6,5,5,9,7,8,6,9,6,10,10,7,7,7,5,8,10,10,6,10,9,7,9,7,9,10,9,10,5,6,8,7,6,7.69375
977,7,7,8,7,9,10,9,10,10,9,8,7,10,5,5,9,9,7,6,10,7,9,8,8,8,6,10,6,8,5,9,10,8,10,6,10,5,5,5,9,7,9,8,8,6,7,9,7.971875
978,6,7,6,6,9,7,10,5,5,6,6,10,5,7,5,9,9,9,10,9,8,7,9,9,7,6,10,5,9,6,8,5,5,9,8,9,6,5,6,10,8,8,8,10,6,9,9,7.44375
979,9,7,9,9,7,6,5,10,10,5,7,6,9,8,8,10,5,8,7,6,8,9,10,7,5,6,9,9,9,5,6,6,6,10,10,6,10,5,7,9,10,10,5,6,6,9,8,7.621875
980,8,8,7,5,6,9,6,8,8,9,5,10,7,7,5,10,10,8,8,8,9,6,5,6,10,10,8,6,5,5,9,7,10,10,5,6,6,5,5,10,10,7,9,8,5,8,7,7.4375
981,5,6,6,6,9,9,9,7,7,9,8,10,10,7,6,8,10,5,5,7,6,9,6,6,6,6,5,8,7,6,6,5,7,7,8,7,8,7,10,10,10,10,5,7,7,5,8,7.546875
982,8,10,6,9,7,6,7,5,7,6,7,6,9,5,10,5,8,7,9,7,7,10,5,8,9,9,6,5,6,6,6,5,9,7,7,9,5,7,10,7,10,10,6,7,5,10,7,7.246875
983,8,10,5,5,7,5,10,9,10,9,7,7,10,9,7,6,8,9,8,9,10,8,9,10,6,6,10,10,7,9,7,10,7,6,9,6,5,7,8,6,6,7,7,6,5,6,8,7.575
984,10,6,9,7,7,10,6,8,7,9,8,7,6,7,5,7,10,7,7,5,8,8,6,10,10,8,10,10,10,5,8,8,9,10,6,5,7,9,8,6,8,5,5,7,6,5,10,7.765625
985,6,6,9,9,5,8,8,10,8,5,7,9,5,8,9,6,7,5,6,8,10,10,5,5,5,6,7,6,10,5,9,8,8,10,5,8,9,6,9,7,8,6,9,9,7,6,10,7.446875
986,5,10,8,5,7,10,10,10,7,10,7,10,5,7,5,7,10,7,8,9,9,9,5,6,9,9,8,10,8,8,6,8,5,5,8,10,7,10,5,6,9,6,10,8,9,5,9,7.94375
987,6,6,7,5,9,6,9,5,7,9,10,5,5,8,6,9,10,8,7,8,5,9,9,6,7,7,10,10,9,6,8,9,8,5,7,9,5,6,5,9,5,5,9,6,6,8,6,7.25
988,10,10,5,9,8,10,6,5,7,10,5,6,9,10,8,5,10,9,10,10,6,5,6,5,5,7,9,8,5,10,9,10,7,10,7,5,9,9,7,6,8,9,9,10,7,8,7,7.875
989,8,10,8,5,5,6,7,10,7,6,7,10,9,6,6,7,8,10,10,8,9,8,9,8,10,7,8,10,10,5,10,10,5,7,5,7,5,8,8,8,6,10,5,5,9,7,8,7.5
990,5,6,5,9,5,8,7,9,10,7,7,6,7,6,10,9,10,5,8,10,6,9,9,9,6,5,5,5,10,10,9,6,8,9,8,10,7,5,6,9,10,6,10,5,5,8,7,7.403125
991,10,6,8,6,6,8,5,9,10,10,8,10,5,6,6,6,7,9,8,5,10,6,10,5,9,9,5,5,7,5,9,5,8,9,9,8,6,7,9,8,8,6,9,7,8,6,10,7.28125
992,9,9,6,8,6,7,8,8,5,5,7,10,6,9,6,10,7,6,8,5,7,8,8,7,9,6,8,5,7,5,7,10,10,6,7,6,7,7,9,6,8,7,6,9,6,8,9,7.240625
993,5,7,5,5,8,7,9,8,10,10,10,10,9,7,5,5,8,5,9,6,7,10,8,8,10,8,6,9,9,9,8,7,6,6,7,5,7,10,10,5,7,8,7,10,7,5,6,7.384375
994,7,8,9,6,5,8,8,6,10,7,7,6,8,7,5,8,8,7,10,5,6,8,8,6,9,6,8,10,5,8,9,10,10,9,5,5,7,5,7,10,10,10,7,9,7,8,9,7.54375
995,6,8,8,10,9,8,9,9,10,9,7,8,9,10,8,9,9,6,10,8,8,7,5,6,6,8,6,8,5,8,9,8,8,10,8,6,8,10,9,7,6,5,5,10,5,9,6,7.59375
996,7,9,5,7,7,8,8,10,7,9,7,6,6,6,8,10,7,7,10,9,8,9,5,7,7,7,7,7,10,5,8,9,9,6,9,7,6,7,6,5,6,10,5,9,7,9,9,7.334375
997,6,10,10,10,10,8,10,9,6,9,6,5,8,7,10,9,8,8,5,10,8,8,5,5,7,7,9,9,5,6,7,5,9,8,7,8,6,8,9,7,6,10,5,6,10,5,7,7.371875
998,8,6,6,7,9,9,8,6,7,10,6,8,5,5,9,6,10,7,10,9,8,9,7,7,6,8,6,5,8,6,5,10,8,5,10,8,10,5,7,10,9,5,6,6,5,9,5,7.3125
999,10,5,10,9,7,6,5,6,5,6,10,7,7,9,10,8,8,7,7,10,6,5,7,9,9,8,5,7,5,7,9,6,7,7,10,8,8,7,8,8,6,10,7,9,10,9,9,7.640625
1000,8,10,8,5,8,7,6,8,10,7,5,6,7,6,8,9,8,7,10,7,10,8,10,6,10,10,10,9,5,9,7,6,7,8,9,6,10,6,6,7,6,8,10,10,9,7,5,7.925
1001,7,7,10,7,5,5,6,7,10,5,5,6,10,7,10,9,9,9,7,6,7,10,10,7,6,5,9,9,7,10,8,8,6,9,9,10,10,9,6,8,5,8,7,7,7,8,8,7.615625
1002,9,9,9,6,9,6,9,7,8,9,9,6,10,10,10,9,10,5,7,10,6,9,10,10,10,8,7,7,7,9,5,6,9,10,7,5,8,8,9,6,5,9,5,7,8,9,5,7.65625
1003,7,6,5,6,8,8,5,10,10,6,10,8,10,6,6,10,5,7,6,10,7,6,7,10,10,9,10,5,7,8,5,5,9,10,5,5,7,6,8,10,6,8,8,9,10,7,9,7.275
1004,9,8,6,6,8,10,6,6,8,6,10,9,8,5,7,10,10,6,5,6,6,9,6,5,6,5,5,9,10,9,8,5,9,7,6,7,5,9,6,9,8,10,9,10,10,6,8,7.521875
1005,7,6,8,5,9,6,5,6,7,9,9,10,7,5,10,6,10,8,7,10,10,6,7,7,5,7,10,5,5,9,7,8,10,6,8,9,5,6,5,9,6,8,6,7,10,6,8,7.30625
1006,6,8,8,7,9,7,7,8,6,9,7,10,8,9,6,10,7,6,7,10,9,7,6,8,7,5,8,5,6,8,8,8,10,5,9,5,7,10,10,9,9,9,8,10,6,5,5,7.46875
1007,9,6,10,5,10,8,5,9,5,8,5,8,7,7,10,6,9,10,10,9,8,5,9,8,7,7,5,10,8,9,6,7,9,9,5,10,6,5,10,7,5,5,10,8,5,6,10,7.56875
1008,9,8,5,9,10,8,8,7,5,6,10,10,9,9,10,9,5,6,6,5,9,8,8,6,5,6,6,6,9,9,10,5,9,6,6,9,9,7,8,10,5,6,7,8,9,5,9,7.715625
1009,7,5,5,9,9,9,6,7,10,7,6,8,6,6,8,7,5,7,5,8,5,9,5,9,7,9,7,6,6,7,8,9,5,8,10,9,6,10,5,10,10,10,10,6,10,8,8,7.5125
1010,10,8,6,7,5,9,9,9,6,10,8,6,6,10,9,5,9,6,10,7,8,8,7,9,10,8,7,8,5,10,9,9,10,8,10,10,10,6,7,7,5,6,8,5,5,7,5,7.3625
1011,6,6,9,8,9,10,5,10,5,8,9,8,10,8,10,9,9,10,9,9,9,6,6,6,7,5,10,7,10,9,8,8,7,7,6,7,8,5,10,7,5,6,8,7,9,9,10,7.9625
1012,7,9,10,8,6,6,6,7,8,7,10,9,7,5,10,7,10,6,7,7,5,5,7,7,9,9,8,10,10,6,7,9,9,8,6,9,7,10,6,10,7,8,7,6,7,9,10,7.609375
1013,5,6,9,8,6,8,7,7,8,5,6,7,6,9,8,5,6,10,6,5,7,9,7,10,5,8,5,5,5,9,5,10,7,8,8,10,10,10,10,9,7,5,8,5,8,10,6,7.39375
1014,8,10,9,6,9,7,9,8,9,5,9,10,6,5,9,10,5,10,9,10,7,10,7,6,9,7,9,5,6,9,5,7,6,5,8,8,8,9,5,6,9,6,7,8,10,5,7,7.709375
1015,9,8,6,10,5,8,7,7,6,9,10,10,10,6,6,7,10,5,9,10,7,10,8,8,8,10,10,8,8,5,6,8,8,5,7,10,10,5,5,7,6,7,5,7,10,8,10,7.90625
1016,7,8,5,10,10,7,6,9,8,5,5,7,8,9,9,5,9,9,9,5,6,6,5,10,7,8,9,7,5,7,7,10,7,6,6,10,6,8,6,7,5,5,5,9,5,8,6,7.403125
1017,8,10,8,9,10,10,10,10,7,5,5,10,8,8,9,5,10,8,7,5,8,6,6,7,8,9,7,8,9,7,10,8,10,5,7,7,10,5,5,9,8,9,5,8,6,8,8,7.553125
1018,6,5,7,8,7,6,10,7,6,5,6,5,5,5,9,5,5,7,7,8,7,5,5,5,7,10,8,5,10,7,7,7,5,9,9,10,8,6,10,8,8,10,10,7,5,7,7,7.13125
1019,8,8,9,8,6,6,7,6,10,10,8,10,5,7,8,9,6,8,8,8,6,7,6,10,10,6,7,9,6,7,7,5,8,5,5,6,10,7,9,9,9,6,8,10,8,6,5,7.3875
1020,10,8,9,6,5,10,5,6,9,7,7,10,6,9,8,7,7,5,8,9,6,10,7,8,7,5,6,5,5,8,5,10,8,5,5,9,10,9,10,9,10,6,5,5,7,6,5,7.44375
1021,6,6,9,8,8,10,7,9,9,7,6,5,9,9,7,6,6,8,7,7,7,5,8,7,10,7,9,7,5,7,7,10,7,5,9,6,5,9,8,9,5,5,10,9,10,10,9,7.59375
1022,7,10,5,6,9,5,5,9,10,9,8,5,9,9,6,5,6,8,5,10,6,8,5,7,7,10,7,8,10,10,8,9,8,8,5,5,5,6,10,9,7,8,8,10,5,6,8,7.5
1023,7,8,9,5,10,6,6,7,8,10,6,7,9,7,7,8,8,9,6,5,6,5,10,9,10,7,5,6,6,6,6,7,6,6,7,8,10,8,7,8,10,9,7,6,5,8,5,7.209375
1024,10,8,9,8,6,6,7,7,5,10,5,6,6,8,5,6,9,9,7,5,5,7,10,6,8,9,9,9,5,5,10,8,10,5,9,6,5,10,9,5,6,8,5,5,9,7,10,7.103125
1025,7,5,10,10,8,8,8,10,8,9,6,5,10,7,6,9,10,7,10,9,6,7,8,7,8,6,10,6,6,6,7,10,5,9,7,9,9,7,9,7,7,7,10,6,7,6,9,7.703125
1026,9,9,8,9,8,6,9,6,5,9,8,7,5,5,8,5,10,9,9,5,8,5,7,5,8,7,7,9,8,9,5,7,9,7,7,8,5,7,9,7,10,5,8,7,5,9,5,7.215625
1027,9,8,8,7,10,9,9,5,7,6,7,9,10,10,6,10,7,8,8,8,9,6,7,9,9,8,10,6,6,7,10,6,5,7,9,10,7,10,10,5,7,7,10,7,7,6,10,7.934375
1028,6,6,5,10,9,9,8,9,6,10,5,6,8,5,7,7,8,10,5,7,8,8,6,7,8,5,7,8,8,6,5,5,5,9,9,10,8,7,6,5,9,6,7,8,6,6,10,7.475
1029,9,7,10,5,7,10,10,6,8,5,8,9,8,7,6,8,10,7,10,10,10,8,10,9,8,5,6,6,6,7,6,8,5,6,10,9,5,10,6,6,9,6,6,8,6,6,8,7.565625
1030,9,5,7,7,6,10,6,8,9,9,7,8,9,10,10,5,8,7,6,5,7,9,5,9,6,10,10,5,5,9,7,10,7,6,7,10,8,6,8,7,5,6,6,6,7,7,5,7.353125
1031,7,10,8,6,7,6,10,9,5,8,8,6,10,5,7,6,6,10,10,8,6,7,5,6,6,8,9,7,8,10,7,8,9,7,10,9,6,10,10,6,8,8,5,5,6,5,7,7.596875
1032,6,7,9,8,9,7,6,7,5,7,7,9,9,7,9,5,10,9,9,6,5,7,10,10,6,5,7,6,5,10,9,5,8,5,9,9,10,5,6,10,10,8,7,6,10,8,10,7.55
1033,10,7,8,10,10,7,10,6,5,9,6,7,9,5,7,9,5,9,5,8,10,8,5,9,10,9,7,6,5,6,7,7,10,8,6,8,6,8,6,7,10,7,5,8,9,8,9,7.6125
1034,7,10,10,5,10,6,9,9,6,9,6,6,6,5,10,7,7,5,6,8,7,7,6,10,6,5,5,5,6,8,8,9,6,6,5,6,7,5,7,9,10,6,5,10,9,5,7,6.890625
1035,5,5,9,8,8,10,9,5,5,8,6,5,8,8,5,9,7,8,6,6,9,9,5,8,8,7,5,10,9,9,8,7,10,6,6,7,10,5,9,7,10,10,5,9,5,6,7,7.2625
1036,10,7,10,6,10,7,8,10,7,9,5,8,8,10,9,5,5,7,7,6,6,10,9,5,7,8,5,6,5,10,5,5,6,9,8,7,8,9,9,9,5,10,9,7,10,6,9,7.75
1037,10,10,10,8,7,5,7,6,5,6,9,6,9,8,6,6,9,10,6,10,7,8,5,8,9,10,10,5,6,7,9,7,6,7,10,9,9,7,6,9,8,8,10,8,5,9,6,7.384375
1038,8,8,9,7,5,10,10,10,10,9,8,6,6,8,9,8,9,5,9,6,5,9,10,6,5,10,6,5,6,6,5,8,9,5,8,10,6,10,8,5,9,5,10,5,5,10,8,7.55
1039,7,8,7,5,9,8,7,9,10,10,8,8,7,9,10,5,8,8,9,10,8,9,9,5,5,9,7,10,5,6,5,6,5,10,6,9,9,8,10,7,9,7,10,5,9,10,10,7.784375
1040,6,8,5,5,7,9,10,6,8,5,9,7,5,6,10,10,9,5,7,10,6,9,5,10,5,5,9,7,6,9,6,6,5,5,10,7,8,5,10,9,9,8,10,6,6,5,6,7.24375
1041,8,5,5,6,6,8,10,5,6,10,9,9,5,6,10,10,9,8,10,9,6,10,10,8,6,9,8,7,6,6,9,8,5,8,5,7,8,6,5,7,9,7,8,7,6,8,6,7.44375
1042,8,5,5,10,5,6,9,9,8,9,5,5,9,9,6,9,8,10,6,6,5,6,8,6,5,8,10,10,6,7,9,5,5,5,6,5,7,5,10,5,6,7,10,5,7,10,9,7.428125
1043,9,9,8,5,6,5,5,6,8,7,9,9,9,10,7,10,8,7,6,5,8,6,5,5,10,7,7,6,5,10,9,5,7,6,6,10,5,10,8,7,10,8,8,7,10,6,7,7.40625
1044,10,8,5,6,10,7,8,9,6,8,10,7,6,10,5,5,10,10,9,8,5,7,9,10,8,9,8,7,5,9,9,10,10,5,8,5,6,6,10,10,10,7,10,6,7,9,9,7.803125
1045,9,6,5,9,9,8,10,9,6,8,9,8,10,5,10,10,10,7,10,5,7,6,9,6,7,7,6,6,6,5,9,7,10,8,8,7,6,10,8,10,7,8,8,6,6,10,8,7.859375
1046,5,10,9,5,10,7,7,10,9,8,7,8,7,10,9,7,8,10,10,6,8,10,8,7,7,7,10,8,8,9,9,6,6,8,10,10,5,6,10,6,9,5,8,10,5,10,9,8.06875
1047,6,5,7,9,5,5,6,8,9,9,6,7,7,5,6,10,7,10,7,9,8,5,7,6,5,9,9,8,5,10,7,8,5,6,5,10,8,7,8,10,8,6,5,8,7,8,5,7.01875
1048,7,6,10,5,9,10,10,8,6,6,8,7,8,8,9,6,8,6,10,5,5,5,5,8,7,6,8,5,6,5,6,7,10,5,8,10,6,9,5,6,8,6,6,9,8,10,9,7.590625
1049,7,10,6,6,6,8,6,6,5,5,8,6,8,7,9,6,7,8,9,10,10,5,10,6,6,7,6,9,6,5,8,9,7,10,9,9,9,5,7,8,9,8,6,6,10,10,9,7.571875
1050,10,10,8,6,6,5,9,7,8,8,5,10,7,7,6,9,8,7,10,5,7,9,9,10,9,10,7,5,8,7,8,6,7,7,9,8,8,9,7,7,5,9,10,8,10,8,6,7.65
1051,10,9,5,10,8,7,8,9,6,10,5,9,5,7,6,5,5,10,8,8,6,8,10,8,6,8,8,9,10,7,10,10,6,10,6,10,6,7,8,5,6,6,6,9,8,7,6,7.628125
1052,8,6,8,9,10,7,9,7,5,6,8,10,9,7,6,9,8,7,5,10,9,7,8,8,9,5,9,10,6,8,10,10,10,5,10,5,6,10,5,9,9,8,6,9,8,7,10,7.728125
1053,9,8,8,6,6,9,9,8,8,10,8,6,7,6,5,6,9,7,6,6,5,8,10,8,9,10,8,6,7,8,6,8,6,5,9,7,5,8,9,10,10,6,5,6,6,9,10,7.434375
1054,5,5,8,9,5,10,5,5,7,10,6,8,10,7,7,10,10,5,6,7,6,9,9,7,10,9,10,8,7,9,10,10,7,9,8,9,6,10,6,9,9,6,6,9,7,7,10,7.76875
1055,5,8,10,10,9,5,6,10,10,5,9,8,6,7,5,8,7,7,8,6,9,9,9,6,8,6,6,5,7,7,8,8,9,6,9,5,10,8,8,10,9,10,10,9,8,10,9,7.60625
1056,7,10,10,10,8,7,6,10,10,5,9,10,6,10,9,8,8,10,6,7,9,5,5,9,6,6,6,6,9,10,9,6,9,9,6,8,10,10,9,6,7,9,9,10,10,7,6,7.69375
1057,10,5,6,5,9,6,7,5,9,7,7,10,7,6,9,6,9,10,9,8,7,9,9,10,8,5,5,8,7,6,6,10,7,10,7,10,9,8,7,8,9,10,8,9,7,10,9,7.909375
1058,5,8,6,7,10,8,8,6,7,9,10,10,9,7,9,6,5,6,5,7,8,10,8,8,6,7,8,6,10,6,10,8,9,8,6,8,8,7,9,7,10,9,6,7,9,6,7,7.38125
1059,6,9,7,5,7,10,10,9,5,8,8,6,9,10,9,7,5,6,9,5,9,8,7,8,5,10,9,6,5,9,7,7,6,6,5,6,5,7,7,10,10,10,7,10,7,6,9,7.528125
1060,5,9,6,5,6,10,6,7,5,6,5,10,6,5,8,5,6,8,8,9,9,8,6,6,5,5,9,6,5,6,8,10,8,8,5,6,8,9,7,8,5,6,10,10,7,10,7,7.425
1061,9,7,10,8,10,6,7,5,9,10,5,10,5,6,10,9,5,7,9,10,8,6,9,5,5,8,8,7,6,10,10,5,5,5,9,6,10,8,7,5,10,10,6,5,9,10,7,7.365625
1062,5,10,7,9,10,5,5,9,10,9,9,10,10,8,8,6,8,6,7,9,8,10,10,5,10,7,7,5,7,10,9,5,8,8,9,7,10,8,5,5,9,6,7,7,5,8,6,7.571875
1063,8,7,10,7,8,10,10,7,8,9,10,6,9,5,6,10,10,8,10,9,9,6,7,5,9,10,6,7,5,9,10,7,7,10,6,6,5,9,9,5,8,7,9,7,10,9,6,7.909375
1064,10,9,7,5,6,10,10,10,5,5,9,8,5,5,7,9,8,9,5,8,10,7,8,9,6,10,8,6,7,10,8,5,6,9,6,8,8,8,8,10,6,5,8,10,8,7,9,7.675
1065,5,8,9,7,8,8,8,10,6,10,8,8,10,6,5,5,8,6,8,10,8,7,8,10,9,7,6,5,5,7,7,7,5,5,5,9,10,7,8,7,10,5,10,9,8,10,10,7.578125
1066,9,5,8,7,7,7,9,10,10,5,7,5,7,7,6,6,7,9,8,6,6,7,7,10,8,9,9,8,6,8,9,9,10,6,7,10,9,9,10,5,10,5,8,8,8,5,6,7.56875
1067,5,8,7,5,6,9,6,6,9,6,5,9,5,10,6,10,5,6,8,10,8,10,10,7,10,10,6,7,8,10,7,5,6,10,10,9,10,9,5,10,8,9,10,9,5,9,5,7.559375
1068,8,5,7,6,9,6,7,7,6,8,7,6,9,6,8,9,6,9,10,6,10,8,8,10,8,9,7,10,10,5,8,8,7,5,6,6,8,8,7,8,10,8,5,8,8,5,10,7.665625
1069,9,8,5,10,9,10,7,8,7,8,8,9,9,9,5,6,5,9,6,9,7,5,8,8,9,10,6,10,7,8,5,5,7,6,9,6,9,8,8,7,6,6,10,7,10,6,6,7.821875
1070,8,8,8,5,7,9,10,9,5,7,7,5,7,10,8,10,10,9,7,6,10,9,7,7,6,9,7,9,7,9,10,10,8,8,6,7,7,5,5,10,6,7,6,5,7,8,9,7.828125
1071,10,7,7,5,8,5,6,7,9,8,10,10,5,5,9,9,9,8,10,9,7,8,6,7,6,10,8,7,10,6,7,9,10,5,9,10,10,6,8,9,5,10,5,10,10,8,8,7.896875
1072,8,10,7,10,10,9,5,6,7,9,7,7,5,10,10,6,9,7,10,5,9,7,9,8,9,7,9,5,9,10,7,7,10,7,8,9,6,7,7,9,6,6,7,7,5,7,5,7.3
1073,6,6,6,6,8,10,6,7,7,10,5,7,10,7,8,5,8,5,8,9,7,8,5,5,9,10,7,9,8,6,6,5,6,6,7,8,8,8,10,10,5,8,10,7,10,6,10,7.71875
1074,5,10,7,8,8,7,10,10,7,8,10,6,6,7,9,5,10,6,8,7,7,6,6,8,8,8,5,8,10,7,5,5,9,5,9,9,7,6,10,7,6,8,7,6,7,5,6,7.428125
1075,6,6,10,10,10,5,8,9,6,6,10,8,10,8,10,8,8,10,8,5,10,10,9,10,8,9,5,5,10,8,9,10,6,8,5,7,6,6,6,9,10,10,6,9,5,7,10,7.93125
1076,10,6,9,5,6,9,9,6,10,8,10,10,10,9,7,7,9,7,8,6,6,10,8,8,6,9,8,7,5,9,6,10,7,8,6,8,9,8,5,9,6,9,7,8,5,7,10,7.975
1077,9,9,8,7,8,10,7,9,10,5,5,5,6,9,9,7,9,9,9,5,8,8,10,10,6,7,9,7,6,8,10,9,10,10,8,5,5,5,7,8,9,9,6,7,9,7,9,7.640625
1078,5,9,6,9,10,7,6,8,10,5,8,9,9,10,10,7,7,5,5,7,10,7,8,6,5,7,7,5,9,10,5,8,5,8,6,6,9,9,9,7,8,9,9,7,8,7,10,7.734375
1079,5,5,7,9,8,5,9,10,8,7,9,7,10,10,8,7,6,8,7,8,6,7,5,7,7,5,8,5,10,6,5,5,8,7,6,5,10,6,7,7,8,9,5,7,9,9,9,7.475
1080,5,5,8,10,5,7,5,6,6,6,8,5,7,6,6,8,6,5,6,7,10,5,7,8,10,9,5,5,8,8,5,9,7,7,10,9,10,8,6,5,10,9,9,10,10,6,9,7.16875
1081,5,6,10,5,10,5,7,8,9,7,8,7,5,6,8,10,9,9,7,5,5,5,10,7,6,10,10,8,5,8,10,9,8,5,5,6,5,9,5,10,5,5,7,9,9,10,10,7.240625
1082,6,5,9,7,7,6,5,7,8,7,8,10,5,10,10,8,10,8,5,5,5,9,9,10,5,6,10,8,5,5,6,9,10,6,6,5,9,7,10,7,10,7,8,5,9,8,10,7.225
1083,8,9,5,6,10,7,5,6,6,9,8,7,7,10,6,5,8,5,7,7,9,5,9,5,7,10,10,10,7,8,6,10,6,10,7,8,10,9,5,10,8,7,6,5,7,9,5,7.428125
1084,8,9,10,8,8,10,7,9,7,7,5,10,5,7,6,8,5,7,10,6,9,6,9,6,9,7,10,7,7,6,8,6,9,7,5,8,7,5,9,10,9,8,10,8,9,9,7,7.553125
1085,5,10,5,9,5,6,5,7,8,5,6,8,6,5,9,8,8,10,6,9,6,5,6,10,7,5,10,9,7,5,8,7,8,6,8,9,10,5,9,9,5,5,10,6,10,7,8,7.184375
1086,8,10,5,8,6,7,9,6,9,6,8,7,10,10,8,8,9,6,10,9,9,9,10,8,9,10,6,7,8,10,5,5,7,7,9,9,9,10,5,6,6,5,7,8,10,10,6,7.9125
1087,5,7,9,6,9,7,6,10,10,8,9,10,9,5,10,9,5,5,5,7,7,8,8,7,8,6,8,5,7,10,10,9,7,9,10,10,5,9,8,9,8,6,6,8,6,10,9,7.6375
1088,10,9,10,9,7,5,10,7,9,9,10,9,10,7,7,7,10,5,10,8,6,6,5,7,6,9,7,7,5,5,5,7,9,5,7,6,8,10,7,9,9,5,10,10,7,10,9,7.8375
1089,5,10,6,5,7,10,7,8,5,8,9,6,8,9,6,6,10,10,7,5,5,9,9,5,7,10,9,8,9,6,6,7,9,10,5,9,6,5,8,8,8,8,5,6,7,10,10,7.675
1090,6,6,6,6,7,5,5,5,6,6,6,5,6,6,6,7,7,9,9,6,5,10,8,6,10,9,10,9,5,10,8,5,9,6,7,9,9,5,7,10,9,6,6,7,6,5,8,7.175
1091,6,9,10,7,10,10,8,5,7,5,9,9,10,9,10,8,5,5,8,10,5,7,8,8,6,5,6,8,5,8,8,8,10,10,8,8,8,5,10,9,8,10,6,5,9,7,6,7.56875
1092,7,6,10,8,5,10,5,6,6,10,5,7,5,7,10,9,5,7,6,8,7,5,10,7,9,9,7,8,7,5,6,9,10,9,9,5,6,5,6,8,5,6,7,8,9,10,6,6.903125
1093,9,7,5,5,10,8,7,5,5,8,10,7,9,5,8,10,5,7,6,9,8,6,6,5,7,9,8,8,5,5,7,7,5,8,10,9,8,6,8,5,7,8,10,7,9,10,7,7.5625
1094,8,5,7,10,10,7,9,8,7,7,7,5,7,10,8,5,6,8,9,5,10,10,5,7,7,8,6,9,10,5,10,10,9,6,5,9,8,5,7,5,8,10,9,5,9,10,9,7.70625
1095,7,7,7,6,7,8,7,8,6,5,8,5,5,7,8,7,5,7,9,9,9,5,5,6,10,9,5,7,7,9,10,7,10,7,7,5,10,9,9,10,8,6,8,10,7,5,10,7.3125
1096,8,10,9,6,9,9,7,5,10,5,9,8,6,8,6,8,6,6,5,9,10,9,10,6,10,7,6,8,5,9,10,6,10,8,7,6,9,7,10,9,9,7,8,5,6,10,9,7.753125
1097,10,9,6,5,10,8,5,5,8,9,9,10,6,10,10,8,7,8,9,7,5,9,7,9,10,9,10,10,8,6,5,10,8,9,5,5,7,5,8,10,9,9,5,5,7,5,6,7.3
1098,7,6,5,6,7,5,10,10,7,8,6,9,10,10,5,8,10,10,6,10,9,7,7,9,6,6,7,8,6,10,8,8,6,8,7,8,10,8,5,10,5,6,6,10,5,9,7,7.678125
1099,6,10,10,6,10,6,6,7,8,9,7,6,10,6,9,10,8,8,6,5,9,6,7,6,10,5,7,9,10,10,8,7,6,6,10,5,9,9,7,10,5,9,6,10,8,5,5,7.278125
